,0,0,0
0,-0.2196664310322692,0.09033228096555439,-3.1647617779474446
1,-0.11572718446226969,0.0995681641435979,-3.143653588672431
2,-0.07169692586948563,0.10217925611537951,-3.1343000210842082
3,-0.05606654638878411,0.06493763240928033,-3.1167611009601335
4,0.12196967265009105,0.12354177969634862,-3.0940970812636834
5,0.11070817330332551,0.10885273089773857,-3.0932601423178716
6,0.17797044151914532,0.048786708062629754,-3.073049058612817
7,0.18724348408497302,0.030592417939101956,-3.06573451873474
8,0.20028084721759226,0.023052621361230673,-3.080467297261952
9,0.17974549504579374,0.009169764722991566,-3.091579336883355
10,0.1547299750343345,0.026340163658635184,-3.100153804352019
11,0.2811054729882498,0.039738819562345866,-3.0737936445043794
